Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 1000, 'batch_size': 128, 'client_lr': 0.01, 'server_lr': 0.1, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 10}
======================Start Train Model [Fri May  3 14:44:43 2024]======================
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 1000, 'batch_size': 128, 'client_lr': 0.01, 'server_lr': 0.1, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 10}
======================Start Train Model [Fri May  3 14:45:09 2024]======================
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 1000, 'batch_size': 128, 'client_lr': 0.01, 'server_lr': 0.1, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 10}
======================Start Train Model [Fri May  3 14:45:37 2024]======================
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 1000, 'batch_size': 128, 'client_lr': 0.01, 'server_lr': 0.1, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 10}
======================Start Train Model [Fri May  3 14:48:12 2024]======================
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 1000, 'batch_size': 128, 'client_lr': 0.01, 'server_lr': 0.1, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 10}
======================Start Train Model [Fri May  3 14:48:38 2024]======================
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 1000, 'batch_size': 128, 'client_lr': 0.01, 'server_lr': 0.1, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 10}
======================Start Train Model [Fri May  3 14:50:15 2024]======================
Epoch: 1 | Epoch Time: 0m 55s
Train Loss: 2.286427020263672 | Train Acc: 11.315999984741211%
Test Loss: 2.2862214721679686 | Test Acc: 11.300000190734863%
Epoch: 9 | Epoch Time: 1m 3s
Train Loss: 2.2822341455078123 | Train Acc: 13.355999946594238%
Test Loss: 2.281952793121338 | Test Acc: 13.579999923706055%
Epoch: 10 | Epoch Time: 1m 2s
Train Loss: 2.276941346435547 | Train Acc: 16.04400062561035%
Test Loss: 2.276561744308472 | Test Acc: 16.350000381469727%
Epoch: 11 | Epoch Time: 1m 4s
Train Loss: 2.2702740036010742 | Train Acc: 18.119998931884766%
Test Loss: 2.2697683547973635 | Test Acc: 18.3799991607666%
Epoch: 12 | Epoch Time: 1m 7s
Train Loss: 2.2618997512817383 | Train Acc: 19.719999313354492%
Test Loss: 2.2612386039733887 | Test Acc: 19.65999984741211%
Epoch: 13 | Epoch Time: 1m 6s
Train Loss: 2.2516404052734376 | Train Acc: 21.163999557495117%
Test Loss: 2.250787874221802 | Test Acc: 21.119998931884766%
Epoch: 14 | Epoch Time: 1m 5s
Train Loss: 2.2396065670776366 | Train Acc: 22.16400146484375%
Test Loss: 2.238527346420288 | Test Acc: 22.05000114440918%
Epoch: 15 | Epoch Time: 1m 6s
Train Loss: 2.2258650659179686 | Train Acc: 23.088001251220703%
Test Loss: 2.2245392066955567 | Test Acc: 23.010000228881836%
Epoch: 16 | Epoch Time: 1m 6s
Train Loss: 2.2105234887695313 | Train Acc: 23.79199981689453%
Test Loss: 2.2089346778869627 | Test Acc: 23.810001373291016%
Epoch: 17 | Epoch Time: 1m 5s
Train Loss: 2.193705719909668 | Train Acc: 24.395999908447266%
Test Loss: 2.1918558559417725 | Test Acc: 24.3799991607666%
Epoch: 18 | Epoch Time: 1m 7s
Train Loss: 2.1757944302368166 | Train Acc: 24.918001174926758%
Test Loss: 2.173669885635376 | Test Acc: 25.119998931884766%
Epoch: 19 | Epoch Time: 1m 6s
Train Loss: 2.157027307128906 | Train Acc: 25.472000122070312%
Test Loss: 2.1546360973358154 | Test Acc: 25.709999084472656%
Epoch: 20 | Epoch Time: 1m 2s
Train Loss: 2.1378081454467774 | Train Acc: 25.979999542236328%
Test Loss: 2.1351444496154786 | Test Acc: 26.239999771118164%
Epoch: 21 | Epoch Time: 1m 5s
Train Loss: 2.118416618652344 | Train Acc: 26.416000366210938%
Test Loss: 2.115508652305603 | Test Acc: 27.05000114440918%
Epoch: 22 | Epoch Time: 1m 4s
Train Loss: 2.0990839517211914 | Train Acc: 26.894001007080078%
Test Loss: 2.095947921562195 | Test Acc: 27.369998931884766%
Epoch: 23 | Epoch Time: 1m 3s
Train Loss: 2.0801342016601563 | Train Acc: 27.256000518798828%
Test Loss: 2.076843127632141 | Test Acc: 27.829998016357422%
Epoch: 24 | Epoch Time: 1m 5s
Train Loss: 2.0617747650146483 | Train Acc: 27.652000427246094%
Test Loss: 2.0583636905670164 | Test Acc: 28.290000915527344%
Epoch: 25 | Epoch Time: 1m 8s
Train Loss: 2.044210148010254 | Train Acc: 27.972000122070312%
Test Loss: 2.040651277542114 | Test Acc: 28.810001373291016%
Epoch: 26 | Epoch Time: 1m 5s
Train Loss: 2.027327191772461 | Train Acc: 28.389999389648438%
Test Loss: 2.023651491546631 | Test Acc: 29.28999900817871%
Epoch: 27 | Epoch Time: 1m 10s
Train Loss: 2.011102464904785 | Train Acc: 28.733999252319336%
Test Loss: 2.007318196296692 | Test Acc: 29.35999870300293%
Epoch: 28 | Epoch Time: 1m 9s
Train Loss: 1.9958072012329102 | Train Acc: 28.981998443603516%
Test Loss: 1.9918624439239503 | Test Acc: 29.840002059936523%
Epoch: 29 | Epoch Time: 1m 9s
Train Loss: 1.9811839303588867 | Train Acc: 29.319997787475586%
Test Loss: 1.9771371383666991 | Test Acc: 30.1299991607666%
Epoch: 30 | Epoch Time: 1m 8s
Train Loss: 1.9673604724121094 | Train Acc: 29.59200096130371%
Test Loss: 1.9632255310058593 | Test Acc: 30.40999984741211%
Epoch: 31 | Epoch Time: 1m 8s
Train Loss: 1.9543530892944336 | Train Acc: 29.81399917602539%
Test Loss: 1.9500677284240722 | Test Acc: 30.579999923706055%
Epoch: 32 | Epoch Time: 1m 6s
Train Loss: 1.9420117095947265 | Train Acc: 30.147998809814453%
Test Loss: 1.9376209560394286 | Test Acc: 30.81999969482422%
Epoch: 33 | Epoch Time: 1m 9s
Train Loss: 1.9298545782470704 | Train Acc: 30.437999725341797%
Test Loss: 1.92544030418396 | Test Acc: 31.029998779296875%
Epoch: 34 | Epoch Time: 1m 5s
Train Loss: 1.9182712677001954 | Train Acc: 30.746000289916992%
Test Loss: 1.913780018043518 | Test Acc: 31.360000610351562%
Epoch: 35 | Epoch Time: 1m 8s
Train Loss: 1.907232548828125 | Train Acc: 31.055999755859375%
Test Loss: 1.9026035118103026 | Test Acc: 31.700000762939453%
Epoch: 36 | Epoch Time: 1m 8s
Train Loss: 1.8967745336914061 | Train Acc: 31.270000457763672%
Test Loss: 1.8919988405227661 | Test Acc: 31.950000762939453%
Epoch: 37 | Epoch Time: 1m 10s
Train Loss: 1.8864341900634765 | Train Acc: 31.540000915527344%
Test Loss: 1.8815425701141357 | Test Acc: 32.20000076293945%
Epoch: 38 | Epoch Time: 1m 8s
Train Loss: 1.8763125411987305 | Train Acc: 31.833999633789062%
Test Loss: 1.8713594841003418 | Test Acc: 32.480003356933594%
Epoch: 39 | Epoch Time: 1m 8s
Train Loss: 1.8666937985229493 | Train Acc: 32.09599685668945%
Test Loss: 1.861636257171631 | Test Acc: 32.70000076293945%
Epoch: 40 | Epoch Time: 1m 6s
Train Loss: 1.8571867306518555 | Train Acc: 32.3120002746582%
Test Loss: 1.8520297790527345 | Test Acc: 32.88999938964844%
Epoch: 41 | Epoch Time: 1m 5s
Train Loss: 1.8479299856567384 | Train Acc: 32.540000915527344%
Test Loss: 1.8426840362548829 | Test Acc: 33.05999755859375%
Epoch: 42 | Epoch Time: 1m 7s
Train Loss: 1.838653408203125 | Train Acc: 32.85599899291992%
Test Loss: 1.833363416481018 | Test Acc: 33.32999801635742%
Epoch: 43 | Epoch Time: 1m 9s
Train Loss: 1.8295049716186524 | Train Acc: 33.14200210571289%
Test Loss: 1.8242054271697998 | Test Acc: 33.57999801635742%
Epoch: 44 | Epoch Time: 1m 8s
Train Loss: 1.8205748596191407 | Train Acc: 33.422000885009766%
Test Loss: 1.8152474472045899 | Test Acc: 33.90999984741211%
Epoch: 45 | Epoch Time: 1m 8s
Train Loss: 1.8116122973632813 | Train Acc: 33.689998626708984%
Test Loss: 1.806246154975891 | Test Acc: 34.15999984741211%
Epoch: 46 | Epoch Time: 1m 12s
Train Loss: 1.8027378323364258 | Train Acc: 33.96799850463867%
Test Loss: 1.7973711130142211 | Test Acc: 34.52000045776367%
Epoch: 47 | Epoch Time: 1m 12s
Train Loss: 1.7941585803222657 | Train Acc: 34.22800064086914%
Test Loss: 1.7887732019424438 | Test Acc: 34.97999954223633%
Epoch: 48 | Epoch Time: 1m 8s
Train Loss: 1.7855399618530274 | Train Acc: 34.470001220703125%
Test Loss: 1.7801674467086792 | Test Acc: 35.310001373291016%
Epoch: 49 | Epoch Time: 1m 5s
Train Loss: 1.7768316351318358 | Train Acc: 34.768001556396484%
Test Loss: 1.7715343093872071 | Test Acc: 35.650001525878906%
Epoch: 50 | Epoch Time: 1m 6s
Train Loss: 1.7684158477783203 | Train Acc: 35.13399887084961%
Test Loss: 1.7631816068649293 | Test Acc: 35.91999816894531%
Epoch: 51 | Epoch Time: 1m 4s
Train Loss: 1.7601516253662108 | Train Acc: 35.46799850463867%
Test Loss: 1.754958911705017 | Test Acc: 36.18000030517578%
Epoch: 52 | Epoch Time: 1m 10s
Train Loss: 1.7516837600708008 | Train Acc: 35.75600051879883%
Test Loss: 1.7465833696365356 | Test Acc: 36.439998626708984%
Epoch: 53 | Epoch Time: 1m 5s
Train Loss: 1.7435979025268555 | Train Acc: 36.055999755859375%
Test Loss: 1.7385737098693848 | Test Acc: 36.81999969482422%
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 100, 'batch_size': 128, 'client_lr': 0.05, 'server_lr': 0.1, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 1}
======================Start Train Model [Fri May  3 16:27:56 2024]======================
Epoch: 1 | Epoch Time: 1m 3s
Train Loss: 2.3014009829711912 | Train Acc: 10.0%
Test Loss: 2.3013550354003907 | Test Acc: 10.0%
Epoch: 2 | Epoch Time: 1m 3s
Train Loss: 2.300664116821289 | Train Acc: 10.0%
Test Loss: 2.3006170768737793 | Test Acc: 10.0%
Epoch: 3 | Epoch Time: 1m 7s
Train Loss: 2.299847708129883 | Train Acc: 10.0%
Test Loss: 2.2997994289398194 | Test Acc: 10.0%
Epoch: 4 | Epoch Time: 1m 7s
Train Loss: 2.2989449966430664 | Train Acc: 10.0%
Test Loss: 2.298892373275757 | Test Acc: 10.0%
Epoch: 5 | Epoch Time: 1m 7s
Train Loss: 2.297946432189941 | Train Acc: 10.0%
Test Loss: 2.2978872844696046 | Test Acc: 10.0%
Epoch: 6 | Epoch Time: 1m 7s
Train Loss: 2.296830309753418 | Train Acc: 10.0%
Test Loss: 2.296761777114868 | Test Acc: 10.0%
Epoch: 7 | Epoch Time: 1m 8s
Train Loss: 2.295571533508301 | Train Acc: 10.0%
Test Loss: 2.2954932567596438 | Test Acc: 10.0%
Epoch: 8 | Epoch Time: 1m 8s
Train Loss: 2.2941377645874024 | Train Acc: 10.007999420166016%
Test Loss: 2.2940469860076904 | Test Acc: 10.0%
Epoch: 9 | Epoch Time: 1m 8s
Train Loss: 2.292476446533203 | Train Acc: 10.02400016784668%
Test Loss: 2.2923694595336914 | Test Acc: 10.059999465942383%
Epoch: 10 | Epoch Time: 1m 9s
Train Loss: 2.290517236022949 | Train Acc: 10.432000160217285%
Test Loss: 2.2903863033294676 | Test Acc: 10.440000534057617%
Epoch: 11 | Epoch Time: 1m 6s
Train Loss: 2.2881914318847656 | Train Acc: 11.501999855041504%
Test Loss: 2.2880266380310057 | Test Acc: 11.529999732971191%
Epoch: 12 | Epoch Time: 1m 3s
Train Loss: 2.2853908291625977 | Train Acc: 12.856000900268555%
Test Loss: 2.285180382537842 | Test Acc: 12.90999984741211%
Epoch: 13 | Epoch Time: 1m 8s
Train Loss: 2.2819869381713866 | Train Acc: 14.392000198364258%
Test Loss: 2.2817204051971434 | Test Acc: 14.550000190734863%
Epoch: 14 | Epoch Time: 1m 7s
Train Loss: 2.277868327026367 | Train Acc: 16.035999298095703%
Test Loss: 2.2775301845550535 | Test Acc: 16.150001525878906%
Epoch: 15 | Epoch Time: 1m 10s
Train Loss: 2.272851972351074 | Train Acc: 17.564001083374023%
Test Loss: 2.272429114532471 | Test Acc: 17.65999984741211%
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 100, 'batch_size': 128, 'client_lr': 0.01, 'server_lr': 0.25, 'server_rate': 2000, 'load_ckpt': -1, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 0, 'k': 1, 'test_frequency': 1}
======================Start Train Model [Fri May  3 16:48:46 2024]======================
Epoch: 1 | Epoch Time: 1m 8s
Train Loss: 2.3017125692749025 | Train Acc: 10.0%
Test Loss: 2.3016675365448 | Test Acc: 10.0%
Epoch: 2 | Epoch Time: 1m 8s
Train Loss: 2.301348451538086 | Train Acc: 10.0%
Test Loss: 2.3013038173675535 | Test Acc: 10.0%
Epoch: 3 | Epoch Time: 1m 9s
Train Loss: 2.3009738330078124 | Train Acc: 10.0%
Test Loss: 2.300930934524536 | Test Acc: 10.0%
Epoch: 4 | Epoch Time: 0m 55s
Train Loss: 2.3005954742431642 | Train Acc: 10.0%
Test Loss: 2.3005537693023683 | Test Acc: 10.0%
Epoch: 5 | Epoch Time: 0m 56s
